Site,Plant_ID,Population,Latitude,Longitude,Elevation,Sex,Certainty,Smut,Notes
Latir,151,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,152,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,153,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,154,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,155,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,156,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,157,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,158,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,159,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,160,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,161,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,162,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,163,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,164,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,165,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,166,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,167,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,168,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,169,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,170,Swale VP,36.79365,-105.48698,12424,H,High,Y,Some flowers with anther smut
Latir,171,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,172,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,173,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,174,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,175,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,176,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,177,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,178,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,179,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,180,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,181,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,182,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,183,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,184,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,185,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,186,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,187,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,188,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,189,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,190,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,191,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,192,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,193,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,194,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,195,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,196,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,197,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,198,Swale VP,36.79365,-105.48698,12424,F,,,
Latir,199,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,200,Swale VP,36.79365,-105.48698,12424,H,,,
Latir,1,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,2,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,3,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,4,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,5,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,6,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,7,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,8,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,9,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,10,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,11,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,12,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,13,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,14,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,15,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,16,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,17,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,18,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,19,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,20,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,21,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,22,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,23,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,24,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,25,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,26,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,27,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,28,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,29,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,30,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,31,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,32,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,33,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,34,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,35,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,36,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,37,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,38,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,39,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,41,Latir Mesa,36.79783,-105.47854,12689,F,,,Skipped number 40 on datasheet
Latir,42,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,43,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,44,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,45,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,46,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,47,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,48,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,49,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,50,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,51,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,52,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,53,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,54,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,55,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,56,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,57,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,58,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,59,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,60,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,61,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,62,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,63,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,64,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,65,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,66,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,67,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,68,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,69,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,70,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,71,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,72,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,73,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,74,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,75,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,76,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,77,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,78,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,79,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,80,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,81,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,82,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,83,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,84,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,85,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,86,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,87,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,88,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,89,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,90,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,91,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,92,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,93,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,94,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,95,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,96,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,97,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,98,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,99,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,100,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,101,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,102,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,103,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,104,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,105,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,106,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,107,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,108,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,109,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,110,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,111,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,112,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,113,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,114,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,115,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,116,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,117,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,118,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,119,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,120,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,121,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,122,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,123,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,124,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,125,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,126,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,127,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,128,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,129,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,130,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,131,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,132,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,133,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,134,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,135,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,136,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,137,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,138,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,139,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,140,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,141,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,142,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,143,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,144,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,145,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,146,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,147,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,148,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,149,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,150,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,151,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,152,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,153,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,154,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,155,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,156,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,157,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,158,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,159,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,160,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,161,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,162,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,163,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,164,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,165,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,166,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,167,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,168,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,169,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,170,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,171,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,172,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,173,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,174,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,175,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,176,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,177,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,178,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,179,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,180,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,181,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,182,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,183,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,184,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,185,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,186,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,187,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,188,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,189,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,190,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,191,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,192,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,193,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,194,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,195,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,196,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,197,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,198,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,199,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,200,Latir Mesa,36.79783,-105.47854,12689,F,,,
Latir,201,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,202,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,203,Latir Mesa,36.79783,-105.47854,12689,H,,,
Latir,1,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,2,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,3,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,4,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,5,Verado Peak,36.79149,-105.49251,12714,F,,,
Latir,6,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,7,Verado Peak,36.79149,-105.49251,12714,F,,,
Latir,8,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,9,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,10,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,11,Verado Peak,36.79149,-105.49251,12714,F,,,
Latir,12,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,13,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,14,Verado Peak,36.79149,-105.49251,12714,F,,,
Latir,15,Verado Peak,36.79149,-105.49251,12714,F,,,
Latir,16,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,17,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,18,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,19,Verado Peak,36.79149,-105.49251,12714,F,,,
Latir,20,Verado Peak,36.79149,-105.49251,12714,F,,,
Latir,21,Verado Peak,36.79149,-105.49251,12714,F,,,
Latir,22,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,23,Verado Peak,36.79149,-105.49251,12714,F,,,
Latir,24,Verado Peak,36.79149,-105.49251,12714,F,,,
Latir,25,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,26,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,27,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,28,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,29,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,30,Verado Peak,36.79149,-105.49251,12714,H,,,
Latir,31,Verado Peak,36.79149,-105.49251,12714,F,,,
