Site,Plant_ID,Population,Latitude,Longitude,Elevation,Sex,Certainty,Smut,Notes
Niwot,E1,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E2,D1,40.0584,-105.62299,12289,H,H,Y,Anther smut!
Niwot,E3,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E4,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E5,D1,40.0584,-105.62299,12289,H,H,,"connected, dark"
Niwot,E6,D1,40.0584,-105.62299,12289,H,H,,"connected, light"
Niwot,E7,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E8,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E9,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E10,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E11,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E12,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E13,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E14,D1,40.0584,-105.62299,12289,H,H,,"connected, Mn!"
Niwot,E15,D1,40.0584,-105.62299,12289,F,H,,"connected, rock"
Niwot,E16,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E17,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E18,D1,40.0584,-105.62299,12289,H,H,,connected
Niwot,E19,D1,40.0584,-105.62299,12289,F,H,,connected
Niwot,E20,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E21,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E22,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E23,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E24,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E25,D1,40.0584,-105.62299,12289,F,H,,connected
Niwot,E26,D1,40.0584,-105.62299,12289,H,H,,"connected, huge"
Niwot,E27,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E28,D1,40.0584,-105.62299,12289,H,H,,connected
Niwot,E29,D1,40.0584,-105.62299,12289,F,H,,"connected, 3 flowers"
Niwot,E30,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E31,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E32,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E33,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E34,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E35,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E36,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E37,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E38,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E39,D1,40.0584,-105.62299,12289,H,H,Y,"connected, anther smut"
Niwot,E40,D1,40.0584,-105.62299,12289,F,H,,connected
Niwot,E41,D1,40.0584,-105.62299,12289,H,H,Y,Anther smut!
Niwot,E42,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E43,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E44,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E45,D1,40.0584,-105.62299,12289,H,H,,connected
Niwot,E46,D1,40.0584,-105.62299,12289,F,H,,connected
Niwot,E47,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E48,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E49,D1,40.0584,-105.62299,12289,F,H,,"small, hard to see flowers"
Niwot,E50,D1,40.0584,-105.62299,12289,H,H,,connected
Niwot,E51,D1,40.0584,-105.62299,12289,H,H,,connected
Niwot,E52,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E53,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E54,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E55,D1,40.0584,-105.62299,12289,H,H,,"connected, pencil pointing at 1 F flower"
Niwot,E56,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E57,D1,40.0584,-105.62299,12289,H,H,,connected
Niwot,E58,D1,40.0584,-105.62299,12289,F,H,,connected
Niwot,E59,D1,40.0584,-105.62299,12289,H,H,,"connected, below"
Niwot,E60,D1,40.0584,-105.62299,12289,F,H,,"connected, above"
Niwot,E61,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E62,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E63,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E64,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E65,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E66,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E67,D1,40.0584,-105.62299,12289,H,H,,1 flower
Niwot,E68,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E69,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E70,D1,40.0584,-105.62299,12289,H,H,,"connected, both below"
Niwot,E71,D1,40.0584,-105.62299,12289,F,H,,"connected, 1 above"
Niwot,E72,D1,40.0584,-105.62299,12289,H,H,,"connected, 2 above"
Niwot,E73,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E74,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E75,D1,40.0584,-105.62299,12289,H,H,,connected
Niwot,E76,D1,40.0584,-105.62299,12289,F,H,,connected
Niwot,E77,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E78,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E79,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E80,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E81,D1,40.0584,-105.62299,12289,H,H,,connected
Niwot,E82,D1,40.0584,-105.62299,12289,F,H,,connected
Niwot,E83,D1,40.0584,-105.62299,12289,F,H,,2 flowers
Niwot,E84,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E85,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E86,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E87,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E88,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E89,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E90,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E91,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E92,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E93,D1,40.0584,-105.62299,12289,H,H,,5 flowers
Niwot,E94,D1,40.0584,-105.62299,12289,F,H,,connected
Niwot,E95,D1,40.0584,-105.62299,12289,H,H,,connected
Niwot,E96,D1,40.0584,-105.62299,12289,F,H,,"connected, correct image number"
Niwot,E97,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E98,D1,40.0584,-105.62299,12289,H,H,,"connected, pencil pointing at 1 F flower"
Niwot,E99,D1,40.0584,-105.62299,12289,F,H,,connected 
Niwot,E100,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E101,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E102,D1,40.0584,-105.62299,12289,F,H,,connected
Niwot,E103,D1,40.0584,-105.62299,12289,H,H,,connected
Niwot,E104,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E105,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E106,D1,40.0584,-105.62299,12289,H,H,,connected
Niwot,E107,D1,40.0584,-105.62299,12289,F,H,,connected
Niwot,E108,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E109,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E110,D1,40.0584,-105.62299,12289,F,H,,1 barely open flower
Niwot,E111,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E112,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E113,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E114,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E115,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E116,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E117,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E118,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E119,D1,40.0584,-105.62299,12289,F,H,,connected
Niwot,E120,D1,40.0584,-105.62299,12289,H,H,,connected
Niwot,E121,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E122,D1,40.0584,-105.62299,12289,F,H,,"connected, 2 below"
Niwot,E123,D1,40.0584,-105.62299,12289,H,H,,"connected, above and below"
Niwot,E124,D1,40.0584,-105.62299,12289,F,H,,"connected, 2 above"
Niwot,E125,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E126,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E127,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E128,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E129,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E130,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E131,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E132,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E133,D1,40.0584,-105.62299,12289,H,H,,connected
Niwot,E134,D1,40.0584,-105.62299,12289,F,H,,connected
Niwot,E135,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E136,D1,40.0584,-105.62299,12289,H,H,,Mn!
Niwot,E137,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E138,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E139,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E140,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E141,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E142,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E143,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E144,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E145,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E146,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E147,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E148,D1,40.0584,-105.62299,12289,F,H,,Mn!
Niwot,E149,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E150,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E151,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E152,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E153,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E154,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E155,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E156,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E157,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E158,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E159,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E160,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E161,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E162,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E163,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E164,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E165,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E166,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E167,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E168,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E169,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E170,D1,40.0584,-105.62299,12289,H,H,,"connected, pencil pointing at 1 F flower"
Niwot,E171,D1,40.0584,-105.62299,12289,F,H,,1 flower
Niwot,E172,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E173,D1,40.0584,-105.62299,12289,H,H,Y,Anther smut!
Niwot,E174,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E175,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E176,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E177,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E178,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E179,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E180,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E181,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E182,D1,40.0584,-105.62299,12289,F,H,,"connected, 3 flowers"
Niwot,E183,D1,40.0584,-105.62299,12289,H,H,,"connected, beware of 3 flowers above"
Niwot,E184,D1,40.0584,-105.62299,12289,F,H,,beware of H flowers left
Niwot,E185,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E186,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E187,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E188,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E189,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E190,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E191,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E192,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E193,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E194,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E195,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E196,D1,40.0584,-105.62299,12289,H,H,,connected
Niwot,E197,D1,40.0584,-105.62299,12289,F,H,,connected
Niwot,E198,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E199,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E200,D1,40.0584,-105.62299,12289,H,H,,
Niwot,E201,D1,40.0584,-105.62299,12289,F,H,,
Niwot,E202,D1,40.0584,-105.62299,12289,H,H,,
Blue Sky,BS1,Blue Sky,39.62916,-105.60388,12200,H,H,,
Blue Sky,BS2,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS3,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS4,Blue Sky,39.62916,-105.60388,12200,F,L,,
Blue Sky,BS5,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS6,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS7,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS8,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS9,Blue Sky,39.62916,-105.60388,12200,H,H,,Reduced Style
Blue Sky,BS10,Blue Sky,39.62916,-105.60388,12200,H,H,,Grown together
Blue Sky,BS11,Blue Sky,39.62916,-105.60388,12200,F,H,,Grown together
Blue Sky,BS12,Blue Sky,39.62916,-105.60388,12200,H,H,,
Blue Sky,BS13,Blue Sky,39.62916,-105.60388,12200,H,H,,
Blue Sky,BS14,Blue Sky,39.62916,-105.60388,12200,H,H,,
Blue Sky,BS15,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS16,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS17,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS18,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS19,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS20,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS21,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS22,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS23,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS24,Blue Sky,39.62916,-105.60388,12200,H,H,,Grown together
Blue Sky,BS25,Blue Sky,39.62916,-105.60388,12200,F,H,,Grown together
Blue Sky,BS26,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS27,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS28,Blue Sky,39.62916,-105.60388,12200,F,H,,
Blue Sky,BS29,Blue Sky,39.62916,-105.60388,12200,F,H,,
Jasper Lake,JL1,Jasper Lake,39.98364,-105.65399,12036,H,M,,
Jasper Lake,JL2,Jasper Lake,39.98364,-105.65399,12036,H,M,,
Jasper Lake,JL3,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL4,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL5,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL6,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL7,Jasper Lake,39.98364,-105.65399,12036,F,M,,
Jasper Lake,JL8,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL9,Jasper Lake,39.98364,-105.65399,12036,F,M,,
Jasper Lake,JL10,Jasper Lake,39.98364,-105.65399,12036,F,M,,
Jasper Lake,JL11,Jasper Lake,39.98364,-105.65399,12036,F,M,,
Jasper Lake,JL12,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL13,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL14,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL15,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL16,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL17,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL18,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL19,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL20,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL21,Jasper Lake,39.98364,-105.65399,12036,F,M,,
Jasper Lake,JL22,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL23,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL24,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL25,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL26,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL27,Jasper Lake,39.98364,-105.65399,12036,F,M,,
Jasper Lake,JL28,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL29,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL30,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL31,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL32,Jasper Lake,39.98364,-105.65399,12036,H,VL,,
Jasper Lake,JL33,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL34,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL35,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL36,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL37,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL38,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL39,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL40,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL41,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL42,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL43,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL44,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL45,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL46,Jasper Lake,39.98364,-105.65399,12036,F,M,,
Jasper Lake,JL47,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL48,Jasper Lake,39.98364,-105.65399,12036,H,H,,TWO PLANTS?
Jasper Lake,JL49,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL50,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL51,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL52,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL53,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL54,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL55,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL56,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL57,Jasper Lake,39.98364,-105.65399,12036,H,H,,TWO PLANTS?
Jasper Lake,JL58,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL59,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL60,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL61,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL62,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL63,Jasper Lake,39.98364,-105.65399,12036,H,VL,,
Jasper Lake,JL64,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL65,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL66,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL67,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL68,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL69,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL70,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL71,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL72,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL73,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL74,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL75,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL76,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL77,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL78,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL79,Jasper Lake,39.98364,-105.65399,12036,F,H,,TWO PLANTS?
Jasper Lake,JL80,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL81,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL82,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL83,Jasper Lake,39.98364,-105.65399,12036,H,H,,TWO PLANTS?
Jasper Lake,JL84,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL85,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL86,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL87,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL88,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL89,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL90,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL91,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL92,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL93,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL94,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL95,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL96,Jasper Lake,39.98364,-105.65399,12036,F,H,,
Jasper Lake,JL97,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL98,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Jasper Lake,JL99,Jasper Lake,39.98364,-105.65399,12036,H,H,,
Niwot,D1,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D2,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D3,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D4,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D5,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D6,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D7,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D8,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D9,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D10,West Knoll,40.05703,-105.59643,11845,H,H,,Grown together
Niwot,D11,West Knoll,40.05703,-105.59643,11845,F,H,,Grown together
Niwot,D12,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D13,West Knoll,40.05703,-105.59643,11845,F,H,,Mn!
Niwot,D14,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D15,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D16,West Knoll,40.05703,-105.59643,11845,F,H,,Grown together
Niwot,D17,West Knoll,40.05703,-105.59643,11845,H,H,,"Grown together, 1 flower at pencil"
Niwot,D18,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D19,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D20,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D21,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D22,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D23,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D24,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D25,West Knoll,40.05703,-105.59643,11845,H,H,,connected
Niwot,D26,West Knoll,40.05703,-105.59643,11845,H,H,,connected
Niwot,D27,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D28,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D29,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D30,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D31,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D32,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D33,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D34,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D35,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D36,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D37,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D38,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D39,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D40,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D41,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D42,West Knoll,40.05703,-105.59643,11845,H,L,,
Niwot,D43,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D44,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D45,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D46,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D47,West Knoll,40.05703,-105.59643,11845,F,H,,Ph!
Niwot,D48,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D49,West Knoll,40.05703,-105.59643,11845,H,H,,connected
Niwot,D50,West Knoll,40.05703,-105.59643,11845,F,H,,connected
Niwot,D51,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D52,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D53,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D54,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D55,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D56,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D57,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D58,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D59,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D60,West Knoll,40.05703,-105.59643,11845,H,H,,
Niwot,D61,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D62,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D63,West Knoll,40.05703,-105.59643,11845,F,H,,
Niwot,D64,West Knoll,40.05703,-105.59643,11845,H,H,,
