Site,Plant_ID,Population,Latitude,Longitude,Elevation,Sex,Certainty,Smut,Notes
Niwot,B34,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B35,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B36,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B37,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B38,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B39,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B40,East Krummholz,40.04945,-105.58665,11348,F,H,,Ph!
Niwot,B41,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B42,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B43,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B44,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B45,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B46,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B47,East Krummholz,40.04945,-105.58665,11348,H,H,,connected
Niwot,B48,East Krummholz,40.04945,-105.58665,11348,H,H,,connected
Niwot,B49,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B50,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B51,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B52,East Krummholz,40.04945,-105.58665,11348,F,H,,Ph!
Niwot,B53,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B54,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B55,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B56,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B57,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B58,East Krummholz,40.04945,-105.58665,11348,H,H,,connected/mixed
Niwot,B59,East Krummholz,40.04945,-105.58665,11348,F,H,,"connected/mixed, one flower"
Niwot,B60,East Krummholz,40.04945,-105.58665,11348,H,H,,Mn!
Niwot,B61,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B62,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B63,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B64,East Krummholz,40.04945,-105.58665,11348,H,H,,Ph!
Niwot,B65,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B66,East Krummholz,40.04945,-105.58665,11348,H,H,,connected
Niwot,B67,East Krummholz,40.04945,-105.58665,11348,F,H,,connected
Niwot,B68,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B69,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B70,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B71,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B72,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B73,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B74,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B75,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B76,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B77,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B78,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B79,East Krummholz,40.04945,-105.58665,11348,F,H,,Ph!
Niwot,B80,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B81,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B82,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B83,East Krummholz,40.04945,-105.58665,11348,H,H,,Ph!
Niwot,B84,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B85,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B86,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B87,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B88,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B89,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B90,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B91,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B92,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B93,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B94,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B95,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B96,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B97,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B98,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B99,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B100,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B101,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B102,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B103,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B104,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B105,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B106,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B107,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B108,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B109,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B110,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B111,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B112,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B113,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B114,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B115,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B116,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B117,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B118,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B119,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B120,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B121,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B122,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B123,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B124,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B125,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B126,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B127,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B128,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B129,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B130,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B131,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B132,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B133,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B134,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B135,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B136,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B137,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B138,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B139,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B140,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B141,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B142,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B143,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B144,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B145,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B146,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B147,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B148,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B149,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B150,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B151,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B152,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B153,East Krummholz,40.04945,-105.58665,11348,H,H,,"Grown together, between rocks"
Niwot,B154,East Krummholz,40.04945,-105.58665,11348,H,H,,Grown together
Niwot,B155,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B156,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B157,East Krummholz,40.04945,-105.58665,11348,H,H,,Grown together
Niwot,B158,East Krummholz,40.04945,-105.58665,11348,H,H,,Grown together
Niwot,B159,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B160,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B161,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B162,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B163,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B164,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B165,East Krummholz,40.04945,-105.58665,11348,H,H,,Grown together
Niwot,B166,East Krummholz,40.04945,-105.58665,11348,H,H,,Grown together
Niwot,B167,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B168,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B169,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B170,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B171,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B172,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B173,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B174,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B175,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B176,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B177,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B178,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B179,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B180,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B181,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B182,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B183,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B184,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B185,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B186,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B187,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B188,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B189,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B190,East Krummholz,40.04945,-105.58665,11348,H,H,,"connected, Big flower"
Niwot,B191,East Krummholz,40.04945,-105.58665,11348,F,H,,"connected, small flower"
Niwot,B192,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B193,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B194,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B195,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B196,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B197,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B198,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,B199,East Krummholz,40.04945,-105.58665,11348,F,H,,
Niwot,B200,East Krummholz,40.04945,-105.58665,11348,H,H,,
Niwot,A1,Trough,40.04817,-105.58105,11066,H,H,,A1
Niwot,A2,Trough,40.04817,-105.58105,11066,F,H,,A1
Niwot,A3,Trough,40.04817,-105.58105,11066,H,H,,A1
Niwot,A4,Trough,40.04817,-105.58105,11066,H,H,,A1
Niwot,A5,Trough,40.04817,-105.58105,11066,H,H,,A1
Niwot,A6,Trough,40.04817,-105.58105,11066,F,H,,"A1, white flower"
Niwot,A7,Trough,40.04817,-105.58105,11066,H,H,,A1
Niwot,A8,Trough,40.04817,-105.58105,11066,H,H,,A1
Niwot,A9,Trough,40.04817,-105.58105,11066,F,H,,A1
Niwot,A10,Trough,40.04817,-105.58105,11066,H,H,,A1
Niwot,A11,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A12,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A13,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A14,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A15,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A16,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A17,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A18,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A19,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A20,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A21,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A22,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A23,Cabin Clearing,40.04713,-105.57789,10936,F,H,,A2
Niwot,A24,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A25,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A26,Cabin Clearing,40.04713,-105.57789,10936,F,H,,"A2, Mn!"
Niwot,A27,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A28,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A29,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A30,Cabin Clearing,40.04713,-105.57789,10936,H,H,,A2
Niwot,A31,Cabin Clearing,40.04713,-105.57789,10936,H,H,,"A2, Ph!"
